stock_code,stock_name,stock_name_en,market,source_sector,source_industry,source_business_model,primary_peer_ticker,primary_peer_name,primary_peer_sector,primary_peer_industry,primary_peer_business_model,primary_peer_scale_bucket,similarity_score,confidence_score,confidence_level,financial_similarity_score,domain_match_level,financial_context,same_company_noise,matched_factors,headline,model_version,source
282880,코윈테크,코윈테크,KOSPI,Information Technology,Software,Platform software and recurring services,PAR,PAR Technology,Information Technology,Software,Platform software and recurring services,SMALL_CAP,0.6901,0.6901,MEDIUM,0.9999,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6901.",코윈테크 Is South Korea's 'PAR Technology' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
283100,노보믹스,노보믹스,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",노보믹스 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
284420,휴럼,휴럼,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.1251,0.1251,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1251.",휴럼 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
284610,티에스트릴리온,티에스트릴리온,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",티에스트릴리온 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
284620,카이노스메드,카이노스메드,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,DNA,"Ginkgo Bioworks Holdings, . Class A",Health Care,Biotechnology,Investment holding and portfolio management,SMALL_CAP,0.659,0.659,MEDIUM,0.9991,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 58.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6590.","카이노스메드 Is South Korea's 'Ginkgo Bioworks Holdings, . Class A' — A Biotech Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
284740,쿠쿠홈시스,쿠쿠홈시스,KOSPI,Information Technology,Software,Platform software and recurring services,RCMT,RCM Technologies,Information Technology,Software,Platform software and recurring services,MICRO_CAP,0.6687,0.6687,MEDIUM,0.9998,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=SMALL_CAP, peer=MICRO_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs MICRO_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MICRO_CAP peer, around the top 73.8% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6687.",쿠쿠홈시스 Is South Korea's 'RCM Technologies' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
285130,SK케미칼,SK케미칼,KOSPI,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,EMN,Eastman Chemical,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,MID_CAP,0.7369,0.7369,HIGH,0.8304,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Specialty Chemicals. | Business model: both are mapped to Chemical and advanced materials manufacturing. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8304. | US peer-universe position: MID_CAP peer, around the top 21.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7369.",SK케미칼 Is South Korea's 'Eastman Chemical' — A Chemicals Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
285490,노바텍,노바텍,KOSPI,General Listed Equity,Listed Operating Company,Operating company,AXR,AMREP,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1809,0.1809,LOW,0.9998,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9998. | US peer-universe position: MICRO_CAP peer, around the top 77.7% by market cap among eligible US peers. | Model similarity: blended peer score 0.1809.",노바텍 Is South Korea's 'AMREP' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
285770,라이프사이언스테크놀로지,라이프사이언스테크놀로지,KOSPI,Information Technology,Software,Platform software and recurring services,AMKR,Amkor Technology,Information Technology,Software,Platform software and recurring services,LARGE_CAP,0.4461,0.4461,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=UNKNOWN, peer=LARGE_CAP. | Model similarity: blended peer score 0.4461.",라이프사이언스테크놀로지 Is South Korea's 'Amkor Technology' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
285800,진영,진영,KOSPI,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,DOW,Dow,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,LARGE_CAP,0.5854,0.5854,MEDIUM,0.9428,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Specialty Chemicals. | Business model: both are mapped to Chemical and advanced materials manufacturing. | Scale: source=MICRO_CAP, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 11.9% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5854.",진영 Is South Korea's 'Dow' — A Chemicals Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
286000,씨엔티드림,씨엔티드림,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",씨엔티드림 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
286750,나노실리칸첨단소재,나노실리칸첨단소재,KOSPI,Materials,Metals and Materials,Chemical and advanced materials manufacturing,RYAM,Rayonier Advanced Materials,Materials,Metals and Materials,"Metals, materials, and industrial inputs",SMALL_CAP,0.5066,0.5066,MEDIUM,0.8035,industry,partial_direct_similarity,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: source=Chemical and advanced materials manufacturing, peer=Metals, materials, and industrial inputs. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8035. | US peer-universe position: SMALL_CAP peer, around the top 61.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5066.",나노실리칸첨단소재 Is South Korea's 'Rayonier Advanced Materials' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
286940,롯데이노베이트,롯데이노베이트,KOSPI,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,GPI,Group 1 Automotive,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,MID_CAP,0.7112,0.7112,MEDIUM,0.9994,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Discretionary. | Industry: both are mapped to Automobiles. | Business model: both are mapped to Automobile manufacturing and mobility supply chain. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 33.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7112.",롯데이노베이트 Is South Korea's 'Group 1 Automotive' — A Automotive Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
287410,제이시스메디칼,제이시스메디칼,KOSPI,Health Care,Biotechnology,Operating company,THC,Tenet Healthcare,Health Care,Biotechnology,Operating company,LARGE_CAP,0.6639,0.6639,MEDIUM,0.928,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (UNKNOWN vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 13.7% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6639.",제이시스메디칼 Is South Korea's 'Tenet Healthcare' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
287840,인투셀,인투셀,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,DNA,"Ginkgo Bioworks Holdings, . Class A",Health Care,Biotechnology,Investment holding and portfolio management,SMALL_CAP,0.7401,0.7401,HIGH,0.9979,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 58.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7401.","인투셀 Is South Korea's 'Ginkgo Bioworks Holdings, . Class A' — A Biotech Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
288180,케이피항공산업,케이피항공산업,KOSPI,Information Technology,Software,Platform software and recurring services,AIRS,AirSculpt Technologies,Information Technology,Software,Platform software and recurring services,SMALL_CAP,0.6054,0.6054,MEDIUM,0.8109,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8109. | US peer-universe position: SMALL_CAP peer, around the top 68.2% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6054.",케이피항공산업 Is South Korea's 'AirSculpt Technologies' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
288330,파라택시스코리아,파라택시스코리아,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,DNA,"Ginkgo Bioworks Holdings, . Class A",Health Care,Biotechnology,Investment holding and portfolio management,SMALL_CAP,0.7327,0.7327,HIGH,0.9887,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 58.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7327.","파라택시스코리아 Is South Korea's 'Ginkgo Bioworks Holdings, . Class A' — A Biotech Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
288490,나라소프트,나라소프트,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",나라소프트 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
288620,에스프리즘,에스프리즘,KOSPI,Information Technology,Semiconductors,Battery manufacturing and energy storage supply chain,INDI,"indie Semiconductor, . Class A",Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.4225,0.4225,MEDIUM,0.9996,industry,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: source=Battery manufacturing and energy storage supply chain, peer=Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 54.8% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.4225.","에스프리즘 Is South Korea's 'indie Semiconductor, . Class A' — A Semiconductors Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
288980,모아데이타,모아데이타,KOSPI,General Listed Equity,Listed Operating Company,Operating company,POM,POMDOCTOR,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1813,0.1813,LOW,0.9991,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9991. | US peer-universe position: MICRO_CAP peer, around the top 94.2% by market cap among eligible US peers. | Model similarity: blended peer score 0.1813.",모아데이타 Is South Korea's 'POMDOCTOR' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289010,아이스크림에듀,아이스크림에듀,KOSPI,Energy,Energy Infrastructure,"Content production, distribution, and advertising",MAN,ManpowerGroup,Energy,Energy Infrastructure,Operating company,SMALL_CAP,0.4769,0.4769,MEDIUM,0.9996,industry,us_market_relative_proxy,False,"Sector: both are mapped to Energy. | Industry: both are mapped to Energy Infrastructure. | Business model: source=Content production, distribution, and advertising, peer=Operating company. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 44.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.4769.",아이스크림에듀 Is South Korea's 'ManpowerGroup' — A Energy Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289080,SV인베스트먼트,SV인베스트먼트,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,MATV,Mativ Holdings,Financials,Investment Holding Companies,Investment holding and portfolio management,SMALL_CAP,0.7285,0.7285,HIGH,0.9984,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 64.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7285.",SV인베스트먼트 Is South Korea's 'Mativ Holdings' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289170,바이오텐,바이오텐,KOSPI,Health Care,Biotechnology,Operating company,HCA,HCA Healthcare,Health Care,Biotechnology,Operating company,LARGE_CAP,0.3101,0.3101,LOW,,industry_and_business_model,not_available,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=LARGE_CAP. | Model similarity: blended peer score 0.3101.",바이오텐 Is South Korea's 'HCA Healthcare' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289220,자이언트스텝,자이언트스텝,KOSPI,Information Technology,Software,Platform software and recurring services,PAR,PAR Technology,Information Technology,Software,Platform software and recurring services,SMALL_CAP,0.5094,0.5094,MEDIUM,0.9993,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5094.",자이언트스텝 Is South Korea's 'PAR Technology' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289860,지슨,지슨,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.1252,0.1252,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1252.",지슨 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
289930,웨이비스,웨이비스,KOSPI,Information Technology,Software,Platform software and recurring services,AIRS,AirSculpt Technologies,Information Technology,Software,Platform software and recurring services,SMALL_CAP,0.6763,0.6763,MEDIUM,0.8061,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8061. | US peer-universe position: SMALL_CAP peer, around the top 68.2% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6763.",웨이비스 Is South Korea's 'AirSculpt Technologies' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290090,트윔,트윔,KOSPI,General Listed Equity,Listed Operating Company,Operating company,XGN,Exagen,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.181,0.181,LOW,0.9999,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9999. | US peer-universe position: MICRO_CAP peer, around the top 78.8% by market cap among eligible US peers. | Model similarity: blended peer score 0.1810.",트윔 Is South Korea's 'Exagen' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290120,DH오토리드,DH오토리드,KOSPI,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,GPI,Group 1 Automotive,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,MID_CAP,0.6601,0.6601,MEDIUM,0.9999,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Discretionary. | Industry: both are mapped to Automobiles. | Business model: both are mapped to Automobile manufacturing and mobility supply chain. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 33.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6601.",DH오토리드 Is South Korea's 'Group 1 Automotive' — A Automotive Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290270,휴네시온,휴네시온,KOSPI,General Listed Equity,Listed Operating Company,Operating company,AXR,AMREP,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1816,0.1816,LOW,0.9997,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9997. | US peer-universe position: MICRO_CAP peer, around the top 77.7% by market cap among eligible US peers. | Model similarity: blended peer score 0.1816.",휴네시온 Is South Korea's 'AMREP' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290380,대유,대유,KOSPI,General Listed Equity,Listed Operating Company,Operating company,MCK,McKesson,General Listed Equity,Listed Operating Company,Operating company,LARGE_CAP,0.2082,0.2082,LOW,0.9252,generic_or_mismatch,us_market_relative_proxy,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (UNKNOWN vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 3.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.2082.",대유 Is South Korea's 'McKesson' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290510,코리아센터,코리아센터,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",코리아센터 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290520,신도기연,신도기연,KOSPI,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,KE,Kimball Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.6093,0.6093,MEDIUM,0.9999,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 59.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6093.",신도기연 Is South Korea's 'Kimball Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290550,디케이티,디케이티,KOSPI,General Listed Equity,Listed Operating Company,Operating company,HLLY,Holley,General Listed Equity,Listed Operating Company,Operating company,SMALL_CAP,0.1887,0.1887,LOW,0.9997,generic_or_mismatch,us_market_relative_proxy,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 68.3% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.1887.",디케이티 Is South Korea's 'Holley' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290560,파라택시스이더리움,파라택시스이더리움,KOSPI,General Listed Equity,Listed Operating Company,Operating company,TRAK,ReposiTrak,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1856,0.1856,LOW,0.9997,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9997. | US peer-universe position: MICRO_CAP peer, around the top 75.9% by market cap among eligible US peers. | Model similarity: blended peer score 0.1856.",파라택시스이더리움 Is South Korea's 'ReposiTrak' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
